timestamp,roll,pitch,yaw,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
1.13668e+06,2.73922,1.12541,2.17562,-nan,3.71173e+14,-8.53116e+15,5.0232e+07,3.99166e+07,-5.58327e+08
1.14166e+06,2.69563,1.08853,2.04556,-nan,4.21748e+14,-9.19289e+15,4.80124e+07,4.42994e+07,-5.79624e+08
1.14664e+06,2.6494,1.059,1.92081,-nan,4.78154e+14,-9.88189e+15,4.62582e+07,4.91933e+07,-6.0089e+08
1.15162e+06,2.63224,1.03535,1.83786,-nan,5.4091e+14,-1.05983e+16,4.48089e+07,5.44934e+07,-6.22106e+08
1.1566e+06,2.5687,1.03185,1.72855,-nan,6.10323e+14,-1.13424e+16,4.39587e+07,6.00152e+07,-6.43376e+08
1.16157e+06,2.48684,1.01016,1.63758,-nan,6.86831e+14,-1.21144e+16,4.35984e+07,6.58657e+07,-6.64608e+08
1.16655e+06,2.44762,0.99135,1.6383,-nan,7.70676e+14,-1.29145e+16,4.32645e+07,7.18739e+07,-6.85853e+08
1.17153e+06,2.44273,1.00764,1.69139,-nan,8.61777e+14,-1.37431e+16,4.25705e+07,7.7762e+07,-7.07237e+08
1.17651e+06,2.40464,1.01378,1.72753,-nan,9.60091e+14,-1.46004e+16,4.16679e+07,8.35641e+07,-7.28736e+08
1.18149e+06,2.41171,1.02518,1.83697,-nan,1.06538e+15,-1.5487e+16,4.01448e+07,8.91178e+07,-7.50388e+08
1.18647e+06,2.45406,1.04102,1.94795,-nan,1.17733e+15,-1.64032e+16,3.80632e+07,9.43528e+07,-7.72206e+08
1.19145e+06,2.4365,1.04326,1.98465,-nan,1.29589e+15,-1.73494e+16,3.57975e+07,9.9507e+07,-7.94127e+08
1.19643e+06,2.47585,1.07992,2.06313,-nan,1.42054e+15,-1.8326e+16,3.32862e+07,1.04191e+08,-8.16281e+08
1.20141e+06,2.4315,1.07559,2.05102,-nan,1.55144e+15,-1.93333e+16,3.08039e+07,1.08953e+08,-8.38451e+08
1.20639e+06,2.42685,1.09646,2.06986,-nan,1.68834e+15,-2.03719e+16,2.83147e+07,1.13475e+08,-8.609e+08
1.21137e+06,2.43279,1.11571,2.06539,-nan,1.8311e+15,-2.14422e+16,2.5933e+07,1.17853e+08,-8.83518e+08
1.21635e+06,2.40522,1.11509,2.01687,-nan,1.97996e+15,-2.25444e+16,2.37421e+07,1.22386e+08,-9.0622e+08
1.22133e+06,2.36279,1.10976,1.92664,-nan,2.1353e+15,-2.3679e+16,2.19477e+07,1.2719e+08,-9.28963e+08
1.2263e+06,2.28905,1.07804,1.79879,-nan,2.29789e+15,-2.4846e+16,2.07177e+07,1.32586e+08,-9.51594e+08
1.23128e+06,2.2501,1.0624,1.7034,-nan,2.46816e+15,-2.60455e+16,2.00173e+07,1.38282e+08,-9.74258e+08
1.23626e+06,2.18456,1.06652,1.59269,-nan,2.64623e+15,-2.72781e+16,1.99637e+07,1.44039e+08,-9.97033e+08
1.24124e+06,2.09232,1.05009,1.50411,-nan,2.8324e+15,-2.85439e+16,2.04206e+07,1.49986e+08,-1.01976e+09
1.24622e+06,2.04544,1.06783,1.47394,-nan,3.02651e+15,-2.98433e+16,2.10235e+07,1.5576e+08,-1.04266e+09
1.2512e+06,2.0049,1.10418,1.50505,-nan,3.22817e+15,-3.11768e+16,2.14442e+07,1.61174e+08,-1.0658e+09
1.25618e+06,1.95281,1.18001,1.54812,-nan,3.43641e+15,-3.25454e+16,2.16162e+07,1.65775e+08,-1.08945e+09
1.26116e+06,1.9249,1.20739,1.63597,-nan,3.65087e+15,-3.39495e+16,2.13503e+07,1.70048e+08,-1.11335e+09
1.26614e+06,2.01253,1.30083,1.84979,-nan,3.87005e+15,-3.53899e+16,2.04398e+07,1.73113e+08,-1.13765e+09
1.27112e+06,1.91787,1.36826,1.89682,-nan,4.09302e+15,-3.68673e+16,1.96423e+07,1.75407e+08,-1.16227e+09
1.2761e+06,2.21977,1.45204,2.38056,-nan,4.31798e+15,-3.83822e+16,1.86149e+07,1.76293e+08,-1.18715e+09
1.28108e+06,2.72029,1.50001,3.04903,-nan,4.54374e+15,-3.99351e+16,1.77745e+07,1.76223e+08,-1.21219e+09
1.28606e+06,-2.00266,1.464,-1.50379,-nan,4.76852e+15,-4.15263e+16,1.79383e+07,1.74779e+08,-1.23725e+09
1.29103e+06,-1.63396,1.42624,-0.953035,-nan,4.99216e+15,-4.3156e+16,1.90793e+07,1.73232e+08,-1.26237e+09
1.29601e+06,-1.72163,1.3204,-0.852876,-nan,5.21361e+15,-4.48245e+16,2.12569e+07,1.70865e+08,-1.28734e+09
1.30099e+06,-1.67831,1.29682,-0.637653,-nan,5.43325e+15,-4.65318e+16,2.41377e+07,1.68825e+08,-1.31234e+09
1.30597e+06,-1.59172,1.19451,-0.398613,-nan,5.6514e+15,-4.82779e+16,2.85648e+07,1.67046e+08,-1.33699e+09
1.31095e+06,-1.61466,1.20758,-0.271216,-nan,5.86901e+15,-5.00631e+16,3.30057e+07,1.65987e+08,-1.36182e+09
1.31593e+06,-1.66561,1.15175,-0.216972,-nan,6.08621e+15,-5.18876e+16,3.81495e+07,1.65058e+08,-1.38645e+09
1.32091e+06,-1.6139,1.14655,-0.0852171,-nan,6.30394e+15,-5.37515e+16,4.3443e+07,1.6483e+08,-1.41109e+09
1.32589e+06,-1.56931,1.13441,0.00643599,-nan,6.52275e+15,-5.56553e+16,4.89317e+07,1.65034e+08,-1.4358e+09
1.33087e+06,-1.56907,1.0938,0.0224358,-nan,6.74278e+15,-5.75989e+16,5.49389e+07,1.65326e+08,-1.46042e+09
